Data Instance ID,True Label,Predicted Label
3358,0.006931319723046355,0.01361983899330936
3359,0.027035789317799305,0.017219727369306534
3360,0.002669982583383932,0.0027897298005697124
3361,9.920144975385128e-07,-0.008385263813263086
3362,0.0014284451096756303,0.000674531330668332
3363,0.5520025432144218,0.4672541860031836
3364,2.3404883216159322e-05,-0.010413751475193925
3365,0.054470549619477324,0.05108411040027057
3366,0.011487851659697281,0.02049963508247886
3367,0.004320852425943452,0.0007404434504435092
3368,0.012744260251715463,0.02244317369857679
3369,0.00471595144440441,-0.00021412225253766848
3370,0.005951844616877707,0.036623995215818536
3371,0.010508896583920506,0.006055091332418036
3372,0.0244177379454387,0.07443727306874613
3373,0.0009049407024723094,0.0018163025440728203
3374,0.006127839197243387,0.005481235945608454
3375,0.006534888436904629,-0.008264776117418438
3376,0.029396746598132434,0.03812787724215695
3377,0.040389212164132195,0.050346685436260155
3378,0.04110444124385958,0.060477668529332104
3379,0.16231378915064534,0.20603746823121727
3380,0.045205918876565,0.04056978348274751
3381,0.00030465109194971815,0.008710789560788301
3382,0.050983165977757844,0.04738042864309933
3383,0.00761623973026952,0.025819925005063304
3384,0.05011383749971281,0.05128477427741841
3385,0.11769347977957724,0.12809097507633313
3386,0.002258807636010081,0.0036452986859423775
3387,1.9679745043205305e-05,-0.008049317247471183
3388,0.0003205790906901625,0.009609124903959335
3389,0.00019674740508946305,-0.003634608657657745
3390,7.86006911812448e-05,-0.005116218446449619
3391,6.21707914223459e-05,0.002959341706164728
3392,0.015054022800970488,0.08897762399592647
3393,0.005021258295781207,0.015136544526979503
3394,0.022425847833462274,0.021020606714585124
3395,8.175389242930987e-05,0.0028122494281196675
3396,0.0005684971003151533,0.01592947070733937
3397,0.0719961396274549,0.06841993795019052
3398,0.018259018290230043,0.01820005889207811
3399,0.011231281044710606,0.0128830964858348
3400,0.0004786619190522371,0.0020201594790169586
3401,0.0029844482839185317,-0.007995593636539955
3402,0.0632059470042534,0.059126957466325465
3403,4.5758124908140497e-05,0.0438095589846675
3404,0.28346608247169347,0.30719417606293364
3405,0.02112400620446385,0.00826854004442909
3406,0.012312643987748909,0.0064287890056394376
3407,0.0007968788144257677,0.011888516192588447
3408,0.03692966303884491,0.0440479479757703
3409,0.06222925982347829,0.049519579847661435
3410,0.003707267298206821,0.029803098116305028
3411,0.0010957872377797707,0.0092434425700611
3412,0.20577684202343635,0.17726350080068487
3413,0.00018209184020421022,0.004186989802551083
3414,0.0014230652353472034,0.005841238254624029
3415,5.632493015740576e-05,-0.004059548804033239
3416,0.002596725025253427,-0.001501073796462915
3417,0.009564117376092285,0.043977337653908224
3418,0.0016632393141367081,-0.008391215463587356
3419,0.10898776155774537,0.14803170713915842
3420,0.010791647668513682,-0.0011434056614352123
3421,0.11823815922599934,0.05971340787096134
3422,0.04744490021601901,0.07419674113425133
3423,0.15678800121513012,0.199291140021443
3424,0.012183246101978157,0.022256840697156277
3425,0.8362575779662448,0.8779575793794732
3426,0.019883075478834722,0.014353715434101758
3427,0.009634813729396436,0.02328372756901162
3428,0.00024032014777152728,-0.002436315035385564
3429,0.00015002194369018518,0.009837223894178362
3430,0.13545675745379993,0.12835248085048986
3431,0.0016801143141395517,0.016567259161492112
3432,0.004979711286546377,0.0174909392709333
3433,0.012819865115639184,0.0022915187128299125
3434,0.0044384943436481085,0.0039363017699292485
3435,0.0007414520120488102,0.011428486329579615
3436,0.0020518816562078083,0.03627317858393948
3437,0.0003981676389440669,0.030486871107917216
3438,3.5480079906960097e-05,0.003939114422462961
3439,0.19411714651375728,0.09645123867570592
3440,0.006083409548702182,0.00014437292469796081
3441,0.1598178932206406,0.1778281544696037
3442,0.07387915582089481,0.08438381316483663
3443,0.005449038922009832,0.008917219285331623
3444,3.8952716578664464e-05,0.0018441784583473342
3445,0.0033053934087259856,0.0029088006879683936
3446,0.004302392105294761,0.039823433226849794
